26,4,1,-4,15,33,33,49,-25,-4,-1,15,9,-13,7,-8,-12,-1,0,0,-16,-14,-5,-26,26,-9,-11,-9,-10,-32,4,-16,13,9,5,-5,18,72,102,18,-22,-3,2,14,10,-1,-122,-33,-13,-1,2,-1,-19,-20,50,-26,-55,-4,0,3,4,-2,-21,-2,0
70,-1,-1,-5,-10,-49,-75,-43,-1,5,1,8,34,54,127,70,15,-2,-2,4,1,1,-123,-19,-18,1,2,-1,-9,-5,-44,6,-14,-4,-5,-6,4,-3,-71,-50,0,5,9,15,9,-8,56,13,-8,-6,-11,-7,-10,-19,12,-1,9,2,6,15,22,-1,15,8,0
2,-2,-9,-25,-19,33,76,17,-30,-7,-5,5,-4,-21,-106,-55,-45,-2,1,-6,0,-10,-90,-17,84,-1,0,-2,-12,6,94,36,-21,1,-3,2,34,-1,-1,21,6,-1,1,-4,-5,16,-57,-46,-12,2,2,4,2,10,51,22,-17,2,5,12,-2,5,18,19,0
6,0,3,9,-6,-12,-12,28,-24,-4,-10,-39,-2,5,36,-28,12,-6,-4,6,-1,-21,-107,14,-5,3,2,-6,-14,-3,34,1,14,-1,1,5,18,10,124,19,-2,-5,-5,2,2,-12,-96,-9,2,-6,-3,0,-14,-13,34,-23,-3,-1,-3,-6,1,4,3,4,0
-33,-3,0,-2,19,14,-71,-2,6,-1,3,10,-13,-4,2,1,43,-1,-4,-10,-2,-20,-29,-35,-54,1,2,0,12,32,27,-27,18,2,1,1,-2,-5,13,38,6,0,1,3,19,13,-15,4,-21,-3,-6,-4,-9,-3,-18,-15,-3,-2,3,3,-20,-19,-53,-15,0
-6,-1,3,-10,13,-7,-1,-3,15,0,-4,-21,-14,23,47,30,-42,2,6,11,15,1,-52,11,55,2,-5,-1,4,20,-6,-14,-3,0,2,6,-5,-7,20,0,-16,-2,1,16,4,-11,21,9,20,2,8,8,-9,-9,-78,-47,2,-2,-14,-36,13,22,54,50,0
2,2,4,11,-1,14,76,13,-16,2,2,3,8,3,-21,-13,-32,-4,0,4,-17,-11,5,-1,36,-4,0,12,8,-34,-74,-32,-26,-8,-19,-35,-7,12,-24,20,42,5,2,4,-14,1,115,35,-19,-2,0,-4,17,17,-33,14,11,-1,0,0,-16,-15,-30,-19,0
-22,-4,0,14,19,5,9,5,-22,-8,1,8,-26,-29,-94,-2,9,-10,-25,-43,3,0,-38,-37,9,4,4,-4,-6,15,82,7,15,2,0,0,-3,11,-6,-13,-23,0,5,22,13,-2,16,-4,-26,1,2,3,-5,-22,-59,9,24,-2,0,-1,2,-28,-34,-28,0
11,5,8,16,2,46,82,31,10,1,-2,-11,9,14,-83,-9,6,1,-1,-1,3,15,46,25,-29,0,0,2,-3,-6,-80,-17,12,3,5,19,-8,-28,-36,-2,4,0,-2,-16,-4,-16,-73,-48,-27,-3,-2,-4,-1,34,120,33,32,3,6,10,2,15,-68,5,0
15,-5,-6,-4,5,-7,22,10,-12,-3,-2,4,7,11,-6,0,-15,5,8,10,-1,-27,-3,5,17,-10,-10,-3,-15,-24,-98,-73,-3,3,-1,-7,9,21,97,60,7,-4,-8,-16,22,28,-40,-33,6,-2,2,3,3,-2,0,-28,-29,2,1,5,4,25,90,55,0
49,-3,-1,-5,-14,-30,-100,-33,-13,0,-2,8,7,-1,54,17,9,2,2,2,7,4,-19,-16,-21,1,-1,-5,-6,2,-7,22,-25,-1,0,2,1,-6,-79,-46,10,1,-2,-13,-14,-1,58,63,38,2,-1,6,8,7,74,23,-37,-8,-5,-5,5,0,-6,-23,0
-8,0,-1,-9,-7,-14,-71,-2,-5,3,4,8,-9,16,66,11,12,6,1,5,16,-2,-11,-2,30,-3,-9,-13,5,-1,1,7,18,-1,1,3,-1,3,-35,-5,-9,-5,-3,-1,7,-10,-46,-12,0,-1,2,-2,-9,-6,-91,4,-20,2,2,2,11,7,40,21,0
-2,4,2,-3,4,21,105,17,13,-1,2,13,12,2,-34,-3,12,-3,-4,-14,-6,7,16,7,-39,-1,-1,1,-13,-20,-80,-8,0,-6,-3,-4,-5,9,-1,-38,4,2,4,10,26,1,57,25,10,-1,-4,-3,-8,9,-25,-8,-54,-3,-4,-3,-6,-7,-30,-25,0
58,3,-3,-4,-2,-2,49,21,1,-2,-2,5,4,-5,-75,-5,5,-4,-1,-7,-6,-18,-19,25,-30,3,4,7,12,27,117,25,25,1,5,8,12,3,-33,-4,-30,-7,-7,-13,3,0,-54,19,43,0,0,12,5,2,41,-51,-4,0,2,-10,-16,-5,-28,9,0
-31,-4,-9,-17,0,2,9,6,0,-2,0,9,5,-7,-8,-31,-7,0,1,2,2,-5,-20,3,10,-1,-1,6,1,-1,36,10,-54,-2,0,11,-5,2,-57,-22,69,-1,-5,-14,0,-27,-114,-41,-11,4,2,-4,2,32,116,7,24,-1,-1,-1,6,18,-13,12,0
5,2,2,6,7,10,40,-6,-53,-1,1,0,8,-2,-19,6,54,-5,-9,-25,-25,-24,-79,-25,6,1,-2,-3,13,27,84,16,10,-2,-3,3,3,2,-14,15,1,1,3,9,-2,-5,19,13,-35,-2,0,-2,1,-12,-47,-68,2,-2,-2,-2,-1,-2,-19,2,0
-3,-2,-2,-3,2,9,26,1,17,1,0,-5,-9,-9,-8,6,-17,-3,1,3,1,-1,30,13,-42,1,7,11,-8,-13,-102,-54,3,-4,-4,-5,35,-4,55,49,87,3,-6,-4,-12,24,-14,0,-13,2,6,16,10,17,44,10,-13,0,-1,-13,-21,-6,11,4,0
-21,-3,-3,4,-2,-17,-128,-20,-1,-6,-4,-7,1,-12,79,4,-2,0,-4,2,5,28,56,16,-8,-1,3,9,5,-5,7,4,-13,0,-1,-4,-4,0,14,-16,30,-1,-2,-11,-13,-5,-75,-12,-19,0,-2,8,-4,-24,16,43,5,-2,-4,-8,3,1,56,20,0
9,1,-1,3,3,1,-36,-8,-14,3,3,2,-1,13,38,-6,-47,-3,-2,-7,5,-7,-36,-8,51,-1,-3,-3,-7,-5,4,4,35,1,4,1,7,0,-11,11,-42,-4,-2,-6,-9,10,9,-16,48,2,4,8,22,12,-11,-14,-30,-4,-2,12,4,-3,-7,0,0
13,-4,-14,-44,-41,-8,13,-2,-4,0,2,6,8,-2,-31,-3,-14,-4,-4,-13,-2,-7,-31,-26,3,2,4,8,6,13,76,16,-6,1,-1,7,0,11,8,2,-3,-2,-3,3,8,-1,-12,3,-1,-4,0,1,-9,6,-5,15,4,3,4,-2,3,-17,-64,-33,0
-26,-7,-6,-8,-13,4,24,12,23,0,3,9,-7,-6,-16,-2,-24,-2,4,5,37,-3,9,-7,17,-1,-5,4,-13,9,-3,3,-18,2,5,1,-3,2,-8,-9,21,0,2,5,5,-3,46,28,-35,-1,0,-13,-9,-8,-90,-44,44,1,-4,-3,-1,-2,66,18,0
-21,-2,0,5,25,12,-18,4,-6,-3,-2,-4,-16,1,-2,5,7,-4,-3,1,-1,2,-15,14,-14,2,2,-4,15,16,12,-24,2,1,3,13,-14,-5,5,-18,-32,-4,-3,-5,29,-14,22,25,30,1,-2,2,-11,7,-44,-17,-31,-6,-4,-4,-6,-12,-49,5,0
23,1,-1,-5,7,22,72,8,-23,1,0,-1,-3,-5,-41,-4,-8,-2,0,3,-5,0,0,16,1,2,1,9,15,14,30,4,-13,-2,-4,-11,-5,-1,-18,2,9,-2,-4,-7,-5,3,40,2,4,-1,1,9,13,9,-27,14,-1,4,2,-8,-15,5,-2,-29,0
14,-1,4,4,-3,-25,-57,10,-3,3,3,6,1,17,71,3,-39,-2,-2,2,11,5,5,12,56,4,0,-7,-6,-1,-11,0,-15,-6,-5,-5,-8,-1,-21,-15,9,0,-2,-8,-5,-14,-50,-23,-7,-2,-2,-3,-1,-6,38,9,-36,-6,-5,-13,-7,-3,-11,10,0
18,0,1,13,-6,-4,-93,-4,11,1,2,0,24,6,104,1,13,0,-3,-20,-27,21,17,-14,-31,-5,-4,-4,13,-8,-29,18,-4,0,3,6,-16,-19,-21,20,-5,-6,-2,-3,8,-24,-51,-53,10,4,2,6,10,25,40,44,4,-4,1,10,-8,4,81,4,0
-25,-1,-2,-3,36,15,11,-29,13,0,-1,2,-26,-22,-101,15,7,-3,0,11,16,-11,-1,-16,-16,-2,-4,-15,-19,9,42,12,-9,-1,1,9,19,10,2,-3,17,-1,-4,-4,-12,-19,-73,10,-2,-6,-6,-3,-9,6,76,-15,-2,-1,-1,0,12,0,-25,7,0
-3,0,3,11,-12,-12,-14,-7,17,5,-1,-11,0,20,61,25,-13,-2,0,-1,4,-2,-108,-30,-10,1,3,-1,-9,-3,50,16,12,-1,-4,-4,-5,8,5,-6,-9,3,3,11,22,0,9,-8,9,-1,-7,-12,-6,-3,-50,-23,-19,-2,-2,-2,3,-4,-113,-18,0
-1,1,2,3,1,2,120,33,-2,-5,-1,-5,-5,7,3,5,-4,1,4,15,17,-4,38,-15,8,-1,-8,-17,-6,-2,-64,23,15,1,-1,3,-7,-5,0,8,-5,-2,-1,1,-6,-5,-33,-11,-12,1,0,-1,6,0,-18,-19,-23,-3,-1,3,0,-6,15,-18,0
-13,-3,-3,-8,-13,-2,-8,3,14,6,5,-3,6,15,37,44,10,-1,0,6,-1,3,8,4,-13,-4,-6,-11,-16,-18,-73,-46,18,2,0,2,13,4,38,30,-7,-2,-1,-1,0,-2,-33,-12,-53,-5,0,4,15,-20,-1,-6,69,-1,-3,-1,-30,-4,-104,-11,0
14,6,5,-4,4,28,127,52,-10,-7,-3,5,16,4,-63,-43,14,0,0,-1,-8,-11,-39,5,-31,-1,-1,0,14,14,69,3,-5,-6,-9,-4,-14,11,-20,-5,-3,0,3,10,-2,-22,-52,-22,18,3,4,5,0,9,14,1,-12,-1,-2,-12,0,-4,35,-11,0
5,1,3,9,1,-9,-21,-4,-8,-2,-7,-2,-2,-7,-26,-31,-19,-9,-9,-8,-11,-13,-75,-17,3,4,5,5,-4,-17,-9,-14,-20,1,2,0,3,13,64,29,55,1,-2,10,-3,-4,-19,-10,-15,-3,-3,-14,5,1,11,-3,12,-2,-5,-4,-5,1,-13,-1,0
-33,-4,-4,-7,-25,-19,-98,-26,10,3,3,11,21,18,104,22,1,0,3,7,14,5,1,10,-3,2,0,-3,-2,14,44,34,-26,0,1,4,0,-5,-42,-23,43,0,-2,-5,-6,-15,8,1,25,0,-1,0,-2,-4,-42,-23,-37,-1,7,9,-12,-13,-24,-10,0
-16,2,-1,-17,26,-2,-7,7,41,-2,-1,5,-5,1,65,27,-12,-1,1,-4,-12,3,11,-10,14,-1,-1,1,-5,2,-34,13,-22,-5,0,17,7,-16,-15,-19,-11,1,-1,-19,-6,15,-5,-23,30,2,-2,0,10,17,38,34,-20,-3,-4,-5,-18,-15,-18,3,0
0,-4,-1,5,-11,-3,-24,-49,-8,2,0,2,23,6,-36,-8,18,-2,-2,2,-25,-25,-16,-20,-15,0,-3,-7,21,9,25,20,-10,-1,1,8,-16,5,-42,-18,38,0,-1,-1,7,7,71,48,-50,-2,-3,-6,7,6,-59,-65,57,-1,-4,0,-17,-19,-3,25,0
-11,2,1,2,10,1,21,10,-21,1,2,9,7,-7,18,9,6,-2,-3,-9,0,7,6,12,16,4,-1,-5,-9,4,21,-8,5,1,0,5,6,-1,-28,-3,-17,-6,-3,-9,-29,-17,-41,-9,14,0,2,8,7,-8,-70,-18,-28,-4,-7,-16,1,12,123,19,0
16,1,0,-4,11,16,-109,-16,-8,0,1,11,-3,-9,52,19,12,6,6,9,19,17,67,20,-15,-4,-4,-5,-11,-4,-53,-17,-30,-3,-5,-11,-14,6,23,5,31,-1,-2,7,5,1,-53,-32,10,1,0,7,16,-6,25,3,-17,0,1,-5,-11,4,2,3,0
-6,-3,-3,5,12,11,25,18,-13,-1,1,-2,-9,-10,-33,-8,-9,-6,-2,-5,4,4,-24,-16,6,-1,3,12,-2,-18,-56,-15,14,1,-3,-23,6,15,106,30,-9,-4,-3,-3,-23,-4,-20,-18,14,3,-1,-8,16,13,23,6,-21,1,1,9,-12,-7,-29,-10,0
-4,-2,2,8,28,0,-16,-4,-29,-4,-6,-17,-16,-3,-4,-10,52,6,6,3,-13,3,22,30,-9,-6,-2,-4,7,-10,-39,-22,18,1,3,6,-1,4,41,12,-26,-2,0,3,22,-3,-76,-24,-10,-4,-2,-11,-19,-8,39,28,-9,0,-2,-6,-2,11,45,18,0
15,3,2,2,6,-1,-75,-44,-25,-5,-3,3,11,-8,81,23,27,0,-1,1,-8,20,8,5,-4,-1,-1,1,19,1,-3,-8,8,-1,-1,11,-9,-9,15,26,-36,-6,-3,-17,-33,-4,-44,-25,-2,0,-3,6,25,-6,-29,-18,0,1,2,-3,-16,-1,38,11,0
1,-1,-2,1,19,5,-6,-7,-4,-1,-2,4,2,-5,-73,-21,2,-1,-2,-2,0,-1,88,65,-5,-2,-3,-7,-12,8,3,-22,-15,-1,-3,-11,-10,-7,-14,-5,36,4,4,3,-1,9,42,26,-15,-3,0,1,-8,-6,-13,-5,-15,3,2,0,7,-3,-10,19,0
31,1,-1,-5,16,5,-25,-15,6,-1,0,11,-2,-1,-3,-2,-2,0,-1,1,-3,-10,-16,-22,-28,-6,-8,-17,-10,-1,-11,-5,-26,-1,1,3,-8,9,-2,20,84,5,6,9,13,-5,25,2,-14,-5,-6,-7,18,6,-6,-3,10,2,0,5,5,14,34,-10,0
-17,-3,-1,0,-7,2,-27,5,-19,-2,0,-2,-3,-4,8,-24,-15,1,5,18,-16,-17,-30,44,36,0,-3,-14,8,-5,20,-2,0,-1,-4,-3,3,16,21,13,-6,-1,0,2,1,-3,-14,19,6,1,2,-4,-6,-6,-22,-26,-15,-1,1,2,7,-8,23,-38,0
1,-1,3,2,-14,-9,6,29,5,-1,-7,-12,22,18,44,-26,-13,4,3,1,-9,14,2,46,1,-2,-2,5,1,-8,-51,-30,2,-1,1,2,-3,5,9,-23,-19,-2,-4,-4,1,-7,-42,-3,4,0,-2,-5,-19,-18,6,12,-25,-2,0,1,22,5,-54,1,0
13,1,-1,-1,-1,18,73,9,5,-2,5,7,-3,2,42,17,-15,-6,-7,-6,-3,3,-12,-16,14,1,1,-4,-10,-17,-29,-1,-1,-4,-4,-10,6,1,-7,-1,-1,2,0,1,9,6,-6,11,1,-1,-2,0,7,6,10,-22,2,-1,-1,-2,-9,-3,0,3,0
7,0,-2,3,1,-1,-35,-8,-70,-4,-1,-7,-10,-8,23,1,65,-1,0,-5,12,-2,-55,1,17,-6,-3,4,-4,-6,-21,-41,-12,4,2,3,15,13,86,45,30,0,-4,-1,-2,2,-40,-3,-22,-1,-3,-5,1,13,44,-16,1,0,0,5,-18,-6,-41,-1,0
-9,-1,1,6,32,-8,-32,0,7,1,2,-4,-17,0,13,24,-6,-2,0,-6,-13,-2,-21,-30,4,0,-4,-10,14,4,18,32,0,-2,-2,0,-19,5,3,-11,5,0,1,9,10,-6,-8,13,-12,-2,4,5,11,-3,-43,-36,-48,-4,-4,-2,-6,5,-8,3,0
55,6,2,-4,8,-3,18,-8,6,-2,-1,-5,-10,10,52,2,-12,2,4,10,5,1,12,2,-12,3,2,15,32,5,10,-7,-7,-4,-8,-31,-33,0,-86,5,-14,2,2,6,7,-7,18,12,26,-2,-7,-8,-1,5,39,10,11,1,5,9,-3,1,13,5,0
-4,-4,-1,10,13,-4,-72,-6,-21,-1,1,-3,-6,-5,28,-16,20,2,-2,7,4,-3,-17,20,15,-1,-6,-15,-9,3,65,21,-11,-1,3,8,6,17,-14,-35,-51,-1,4,1,-2,-20,-51,-1,60,1,-3,-6,7,4,15,12,9,3,6,16,3,13,27,-4,0
-7,-2,-3,-8,-9,3,5,2,6,-2,-2,7,10,5,17,4,-35,-3,-1,6,12,-12,-44,-20,12,1,3,-5,-4,-2,-60,-3,-5,2,1,10,3,8,97,17,2,0,-3,2,2,7,-52,-13,5,0,0,0,-6,-6,43,7,-32,-3,-2,-9,-8,-4,-63,-24,0
38,-1,1,8,14,-4,26,10,16,-2,-1,-9,-13,-2,-45,-31,-65,-1,4,14,0,12,107,47,75,3,1,-7,20,9,-32,15,-10,-2,-3,0,-3,10,34,-19,16,-1,-6,-1,4,5,13,10,-31,0,-2,-12,-15,-14,-100,-31,17,1,-1,7,-6,-14,62,23,0
-6,-2,-1,-2,13,12,11,-6,11,-7,-5,-3,-1,2,-11,-21,-14,1,3,4,8,-4,-47,-13,-26,0,2,4,-10,-10,60,33,27,3,4,10,15,3,-28,-36,-38,-2,-5,-28,-17,-6,-22,-17,21,-6,-4,-7,-13,0,-21,1,45,2,1,6,1,9,61,13,0
-19,-1,1,3,6,4,-19,17,11,-1,-1,2,3,-4,-9,-5,-14,0,-3,-6,5,-4,-42,3,-16,-4,-3,-3,0,-6,21,-24,-11,-4,-3,-5,-10,2,60,52,8,4,0,4,8,8,-38,-24,2,1,-2,-6,-7,-14,-26,-37,-16,-1,0,9,13,17,-18,13,0
-8,-3,-3,-2,-1,-4,3,-7,-28,4,3,-5,5,13,46,5,-18,-5,1,2,-17,-11,-2,10,81,2,-4,-10,21,3,-29,-6,-26,-3,-3,3,-3,-4,-64,-36,26,0,-5,-6,-11,-4,15,32,-16,-1,0,1,14,11,42,-1,-43,-2,1,-1,-13,-13,0,-10,0
7,-1,-1,-6,13,9,-11,12,6,-1,-2,14,1,4,6,5,4,2,3,-12,-1,9,2,0,-29,-7,-4,2,0,-16,-104,-23,8,1,0,-16,-11,7,30,17,21,1,3,5,2,1,73,31,-31,-1,4,5,23,11,13,-11,53,3,-4,2,-11,8,3,9,0
-15,-1,-1,-2,2,-5,-54,-16,4,0,0,-2,7,-18,-4,-2,-6,0,1,1,-12,7,40,25,-11,-1,3,0,12,9,20,-20,-8,3,2,2,5,7,-6,-16,-4,0,-1,1,6,-9,-9,16,40,0,-3,4,-4,6,-29,-3,-42,-3,-2,-13,-9,-2,26,-3,0
10,0,0,3,6,19,54,27,12,-2,2,11,-2,-4,-51,-7,-24,-3,-4,-6,-2,-16,-57,-10,-7,-4,-7,-18,-5,9,65,-1,5,1,-1,1,-2,-1,-49,-22,-53,-1,2,6,1,10,61,-18,83,6,3,0,17,-1,23,46,-14,-1,2,6,0,13,11,46,0
-5,-4,-4,-2,0,-13,-16,-14,-10,-4,-3,-5,7,5,-13,-23,4,-4,-1,4,-4,-7,-4,-16,-14,-1,-1,-6,-2,0,-39,-7,0,1,1,2,6,-5,-5,14,-8,1,4,1,-9,0,14,7,10,-3,-6,-14,2,4,60,0,-19,0,0,7,7,6,-2,-16,0
-18,0,3,7,6,5,-28,13,25,2,1,0,5,9,69,29,-10,-2,-2,-1,-3,4,-14,-4,-24,-3,-5,-1,5,-5,-17,-21,11,0,1,1,-19,-13,-48,-5,12,0,-1,-5,13,3,-15,2,4,1,2,8,8,5,36,4,-15,-1,0,-5,-4,0,25,4,0
-3,-2,-1,0,7,7,20,15,14,-2,-1,-4,-6,-6,-40,-26,-34,-1,-2,-1,-1,3,-23,-3,22,3,1,-3,-23,-13,9,2,5,-3,-5,-8,32,7,4,-6,9,0,1,5,-10,1,-29,5,-46,-4,-4,-7,-2,-4,-15,-24,-17,-3,0,1,-19,0,-23,-1,0
73,5,-1,-6,11,3,35,3,-5,-3,-3,2,-2,-2,-37,15,9,-1,0,5,-3,9,35,0,-6,1,1,5,12,-6,-15,4,-22,-2,0,5,-9,-2,-44,-6,4,1,1,-7,3,0,65,-4,18,2,-2,-9,-1,-2,-30,-12,-4,1,0,1,0,-1,-30,13,0
-16,2,2,12,8,30,114,5,15,1,-3,-13,2,-8,-55,-15,1,0,3,3,4,-1,17,19,-41,-4,-1,1,12,12,1,-5,55,-1,-2,6,-15,-19,-69,-10,-9,-4,-8,-16,5,14,18,4,7,0,-1,2,-6,-5,-22,-9,-2,0,2,11,9,-5,36,-13,0
-21,-2,-3,-13,1,2,-1,0,-3,0,2,7,-9,-4,-11,6,3,-1,-3,-10,4,-6,-91,-48,5,-1,2,1,5,11,91,42,-14,-3,0,-3,2,11,20,-4,7,-2,1,4,-4,-4,-13,-25,8,0,0,5,5,-7,-53,28,14,-2,-3,1,14,0,-14,-21,0
-35,-1,0,-9,-5,6,40,6,30,0,-2,1,-11,-7,-28,-7,-29,-2,5,14,4,-10,-34,-10,44,0,-4,-4,5,1,12,0,-11,-4,-1,-4,-4,9,-70,-28,-5,1,1,11,11,-1,99,38,-30,-4,-4,-13,-9,12,37,2,23,3,0,4,-3,-10,-73,-30,0
-15,-1,1,3,22,5,43,14,0,-1,-1,-5,-11,-3,-42,6,14,-4,-6,-1,0,-7,9,-10,-26,-4,-1,-7,-14,3,11,-8,-6,2,3,-4,32,-10,-30,-9,-36,-4,-4,0,-24,12,-1,-19,87,9,1,9,24,17,98,45,-13,-2,2,-2,-10,-2,-44,-9,0
-1,-3,-3,-4,-7,5,23,0,-22,-5,-1,-8,-1,-9,-25,7,0,-3,-1,-3,-4,-6,-10,-12,-1,-2,0,3,2,-8,-41,-10,0,1,-7,-14,1,14,74,18,-5,0,-1,0,5,1,-17,-2,-2,-2,-1,-2,-12,-4,-10,1,6,0,0,7,8,-7,-24,-11,0
-13,-5,-6,-13,-6,-12,-61,17,11,3,1,-1,-2,-3,33,-27,-6,-1,0,3,-1,24,60,22,-40,-1,1,0,6,10,24,4,43,2,2,5,8,15,-1,-10,28,-4,-5,0,9,-6,-24,-7,-11,2,2,-10,-30,-16,-35,-15,-31,-4,-2,-5,20,3,-35,9,0
